title,Body,creationdate,acceptedanswerid,Score,tags,answercount,commentcount
"retrieve yelp categories and subcategories","<p>I'm hooking into the yelp 2.0 Api and I'm wondering if there is a way to retrieve the list of categories and sub categories. I know that the list is available here <a href=""http://www.yelp.com/developers/documentation/category_list"" rel=""noreferrer"">http://www.yelp.com/developers/documentation/category_list</a> but there doesn't seem to be a way to retrieve it. I'd like to have a source to retrieve it from so that it's not hard coded in my application and will stay up to date. </p>
","2012-04-23 19:34:46","11680273","5","<ios><web-services><yelp>","2","1"
"OAuth with Android","<p>I am attempting to access the Yelp API. I have obtained my keys and have read about 40 articles explaining what I need to do and I have attempted everything. The key and what not are valid. I am getting the following:</p>

<pre><code>05-16 17:39:54.955: E/AndroidRuntime(538): java.lang.NoClassDefFoundError: oauth.signpost.commonshttp.CommonsHttpOAuthConsumer
</code></pre>

<p>I have imported the commons-codec-1.6 jar, the signpost-commonshttp4-1.2.1.2.jar, and the signpost-core-1.2.1.2.jar.</p>

<p>I am still getting the error message. Any help?</p>

<pre><code>import java.net.HttpURLConnection;
import java.net.URL;
import java.util.HashMap;
import java.util.Map;

import oauth.signpost.OAuth;
import oauth.signpost.OAuthConsumer;
import oauth.signpost.commonshttp.CommonsHttpOAuthConsumer;
import oauth.signpost.exception.OAuthCommunicationException;
import oauth.signpost.exception.OAuthExpectationFailedException;
import oauth.signpost.exception.OAuthMessageSignerException;


/**
 * Example for accessing the Yelp API.
 */
public class Yelp {
  private String consumerKey = """";
  private String consumerSecret = """";
  private String token = """";
  private String tokenSecret = """";

  /**
   * Search with term and location.
   *
   * @param term Search term
   * @param latitude Latitude
   * @param longitude Longitude
   * @return JSON string response
   */
  public String search(String term, double latitude, double longitude) throws OAuthMessageSignerException, OAuthExpectationFailedException, OAuthCommunicationException {



    try {
        OAuthConsumer myConsumer = new CommonsHttpOAuthConsumer(consumerKey, consumerSecret);
        myConsumer.setTokenWithSecret(token, tokenSecret);

        String urlToPost = ""http://api.yelp.com/v2/search"";
        Map&lt;String, String&gt; myMap = new HashMap&lt;String, String&gt;();
        myMap.put(OAuth.OAUTH_CONSUMER_KEY, consumerKey);
        myMap.put(OAuth.OAUTH_TOKEN, token);
        myMap.put(OAuth.OAUTH_SIGNATURE_METHOD, ""HMAC-SHA1"");
        myMap.put(OAuth.OAUTH_SIGNATURE, tokenSecret);
        myMap.put(OAuth.OAUTH_TIMESTAMP, Long.toString(System.currentTimeMillis() / 1000L));
        myMap.put(OAuth.OAUTH_NONCE, ""asdf"");

        urlToPost = OAuth.addQueryParameters(urlToPost, myMap);

        HttpURLConnection myCon = (HttpURLConnection) (new URL(urlToPost)).openConnection();
        myConsumer.sign(myCon);

        myCon.connect();
        return myCon.getResponseMessage();
    } catch (Exception e) {
        e.printStackTrace();
    }
    return null;
  }
}
</code></pre>
","2012-05-16 17:46:30","","3","<android><oauth><signpost><yelp>","2","0"
"Remove PrettyPrint Json","<p>I have a problem with the Javascript  - </p>

<pre><code> $.ajax({
 'url': message.action,
 'data': parameterMap,
 'cache': true,
 'dataType': 'jsonp',
 'jsonpCallback': 'cb',
 'success': function(data, textStats, XMLHttpRequest) {
   console.log(data);
   var output = prettyPrint(data);
   $(""body"").append(output);
  }
 });
</code></pre>

<p>This outputs the JSON using prettyprint. How do I output plain json (without prettyprint)?
I tried </p>

<pre><code>$(""body"").append(data)
</code></pre>

<p>Nothing showed up. </p>

<p>PS: I am using the Example Code provided by YELP.com . This is the link to the entire code - <a href=""https://github.com/Yelp/yelp-api/blob/master/v2/js/search.html"" rel=""nofollow"">https://github.com/Yelp/yelp-api/blob/master/v2/js/search.html</a></p>
","2012-05-16 21:44:28","10627349","0","<javascript><jquery><json><yelp>","2","6"
"Can't print business information from Yelp fusion api","<p>I am using the yelp fusion api to search for a type of business in a location. I can print the whole body correctly but when I try to log just the businesses or a specific parameter of a business I get undefined. </p>

<p>For example, this prints the businesses:</p>

<pre><code>    request(options, function (error, response, body) {
        if (error) throw new Error(error);
        console.log(body);
        res.render('index');
    });
</code></pre>

<p>I get a large object which looks something like this: </p>

<pre><code>{""total"": 106, ""businesses"": [{""transactions"": [], ""phone"": ""+15409512483"", ""name"": ""The Rivermill"", ""display_phone"": ""(540) 951-2483"", ""price"": ""$"", ""review_count"": 63, ""rating"": 4.0, ""image_url"": ""https://s3-media3.fl.yelpcdn.com/bphoto/mQbuIZ9uRsXMwIW9UJiHsQ/o.jpg"", ""id"": ""the-rivermill-blacksburg"", ""distance"": 511.45787585319994, ""location"": {""display_address"": [""212 Draper Rd"", ""Blacksburg, VA 24060""], ""city"": ""Blacksburg"", ""country"": ""US"", ""zip_code"": ""24060"", ""address1"": ""212 Draper Rd"", ""state"": ""VA"", ""address2"": """", ""address3"": """"}
</code></pre>

<p>However, when I try <code>console.log(body.businesses)</code> or <code>console.log(body.businesses[0].name)</code> both undefined. What gives?</p>
","2017-03-21 22:42:12","42940841","0","<node.js><yelp>","1","0"
"How to use Yelp v3 Search API sample in php","<p>I am currently using the Yelp API v3 and am testing some of their sample code. I have never used php before so it is quite confusing, but I am just wondering, where would I set the term and location equal to the users input in this script? Say I have an input for term and location in html, where in this script do I do $term = inputTerm and $location = inputLocation?</p>

<pre><code>`#!/usr/bin/php
&lt;?php
/**
* Yelp Fusion API code sample.
*
* This program demonstrates the capability of the Yelp Fusion API
* by using the Business Search API to query for businesses by a 
* search term and location, and the Business API to query additional 
* information about the top result from the search query.
* 
* Please refer to http://www.yelp.com/developers/v3/documentation 
* for the API documentation.
* 
* Sample usage of the program:
* `php sample.php --term=""dinner"" --location=""San Francisco, CA""`
*/
// OAuth credential placeholders that must be filled in by users.
// You can find them on
// https://www.yelp.com/developers/v3/manage_app
$CLIENT_ID = ""abcd"";
$CLIENT_SECRET =    ""abcd"";
// Complain if credentials haven't been filled out.
assert($CLIENT_ID, ""Please supply your client_id."");
assert($CLIENT_SECRET, ""Please supply your client_secret."");
// API constants, you shouldn't have to change these.
$API_HOST = ""https://api.yelp.com"";
$SEARCH_PATH = ""/v3/businesses/search"";
$BUSINESS_PATH = ""/v3/businesses/"";  // Business ID will come after slash.
$TOKEN_PATH = ""/oauth2/token"";
$GRANT_TYPE = ""client_credentials"";
// Defaults for our simple example.
$DEFAULT_TERM = ""dinner"";
$DEFAULT_LOCATION = ""San Francisco, CA"";
$SEARCH_LIMIT = 10;

function getQuery(){
echo $_GET['latlon'];
//echo $_GET['q'];
$query = $_GET['q'];
//break the query up into parts 
$first_space= strpos($query, "" "");
$term = substr($query, 0, $first_space);
echo $term;

}
/**
* Given a bearer token, send a GET request to the API.
* 
* @return   OAuth bearer token, obtained using client_id and client_secret.
*/
function obtain_bearer_token() {
try {
    # Using the built-in cURL library for easiest installation.
    # Extension library HttpRequest would also work here.
    $curl = curl_init();
    if (FALSE === $curl)
        throw new Exception('Failed to initialize');
    $postfields = ""client_id="" . $GLOBALS['CLIENT_ID'] .
        ""&amp;client_secret="" . $GLOBALS['CLIENT_SECRET'] .
        ""&amp;grant_type="" . $GLOBALS['GRANT_TYPE'];
    curl_setopt_array($curl, array(
        CURLOPT_URL =&gt; $GLOBALS['API_HOST'] . $GLOBALS['TOKEN_PATH'],
        CURLOPT_RETURNTRANSFER =&gt; true,  // Capture response.
        CURLOPT_ENCODING =&gt; """",  // Accept gzip/deflate/whatever.
        CURLOPT_MAXREDIRS =&gt; 10,
        CURLOPT_TIMEOUT =&gt; 30,
        CURLOPT_HTTP_VERSION =&gt; CURL_HTTP_VERSION_1_1,
        CURLOPT_CUSTOMREQUEST =&gt; ""POST"",
        CURLOPT_POSTFIELDS =&gt; $postfields,
        CURLOPT_HTTPHEADER =&gt; array(
            ""cache-control: no-cache"",
            ""content-type: application/x-www-form-urlencoded"",
        ),
    ));
    $response = curl_exec($curl);
    if (FALSE === $response)
        throw new Exception(curl_error($curl), curl_errno($curl));
    $http_status = curl_getinfo($curl, CURLINFO_HTTP_CODE);
    if (200 != $http_status)
        throw new Exception($response, $http_status);
    curl_close($curl);
} catch(Exception $e) {
    trigger_error(sprintf(
        'Curl failed with error #%d: %s',
        $e-&gt;getCode(), $e-&gt;getMessage()),
        E_USER_ERROR);
}
$body = json_decode($response);
$bearer_token = $body-&gt;access_token;
return $bearer_token;
}
/** 
* Makes a request to the Yelp API and returns the response
* 
* @param    $bearer_token   API bearer token from obtain_bearer_token
* @param    $host    The domain host of the API 
* @param    $path    The path of the API after the domain.
* @param    $url_params    Array of query-string parameters.
* @return   The JSON response from the request      
*/
function request($bearer_token, $host, $path, $url_params = array()) {
// Send Yelp API Call
try {
    $curl = curl_init();
    if (FALSE === $curl)
        throw new Exception('Failed to initialize');
    $url = $host . $path . ""?"" . http_build_query($url_params);
    curl_setopt_array($curl, array(
        CURLOPT_URL =&gt; $url,
        CURLOPT_RETURNTRANSFER =&gt; true,  // Capture response.
        CURLOPT_ENCODING =&gt; """",  // Accept gzip/deflate/whatever.
        CURLOPT_MAXREDIRS =&gt; 10,
        CURLOPT_TIMEOUT =&gt; 30,
        CURLOPT_HTTP_VERSION =&gt; CURL_HTTP_VERSION_1_1,
        CURLOPT_CUSTOMREQUEST =&gt; ""GET"",
        CURLOPT_HTTPHEADER =&gt; array(
            ""authorization: Bearer "" . $bearer_token,
            ""cache-control: no-cache"",
        ),
    ));
    $response = curl_exec($curl);
    if (FALSE === $response)
        throw new Exception(curl_error($curl), curl_errno($curl));
    $http_status = curl_getinfo($curl, CURLINFO_HTTP_CODE);
    if (200 != $http_status)
        throw new Exception($response, $http_status);
    curl_close($curl);
} catch(Exception $e) {
    trigger_error(sprintf(
        'Curl failed with error #%d: %s',
        $e-&gt;getCode(), $e-&gt;getMessage()),
        E_USER_ERROR);
}
return $response;
}
/**
* Query the Search API by a search term and location 
* 
* @param    $bearer_token   API bearer token from obtain_bearer_token
* @param    $term        The search term passed to the API 
* @param    $location    The search location passed to the API 
* @return   The JSON response from the request 
*/
function search($bearer_token, $term, $location) {
$url_params = array();

$url_params['term'] = $term;
$url_params['location'] = $location;
$url_params['limit'] = $GLOBALS['SEARCH_LIMIT'];

return request($bearer_token, $GLOBALS['API_HOST'], $GLOBALS['SEARCH_PATH'],   $url_params);
}
/**
* Query the Business API by business_id
* 
* @param    $bearer_token   API bearer token from obtain_bearer_token
* @param    $business_id    The ID of the business to query
* @return   The JSON response from the request 
*/
function get_business($bearer_token, $business_id) {
$business_path = $GLOBALS['BUSINESS_PATH'] . urlencode($business_id);

return request($bearer_token, $GLOBALS['API_HOST'], $business_path);
}
/**
* Queries the API by the input values from the user 
* 
* @param    $term        The search term to query
* @param    $location    The location of the business to query
*/
function query_api($term, $location) {     
$bearer_token = obtain_bearer_token();
$response = json_decode(search($bearer_token, $term, $location));
$business_id = $response-&gt;businesses[0]-&gt;id;

print sprintf(
    ""%d businesses found, querying business info for the top result    \""%s\""\n\n"",         
    count($response-&gt;businesses),
    $business_id
);

$response = get_business($bearer_token, $business_id);

print sprintf(""Result for business \""%s\"" found:\n"", $business_id);
$pretty_response = json_encode(json_decode($response), JSON_PRETTY_PRINT |  JSON_UNESCAPED_SLASHES);
print ""$pretty_response\n"";
}
/**
* User input is handled here 
*/
$longopts  = array(
""term::"",
""location::"",
);

$options = getopt("""", $longopts);
$term = $options['term'] ?: $GLOBALS['DEFAULT_TERM'];
$location = $options['location'] ?: $GLOBALS['DEFAULT_LOCATION'];
//getQuery();
query_api($term, $location);
?&gt;`
</code></pre>
","2017-03-21 23:41:24","","0","<php><html><api><search><yelp>","1","0"
"yelp error :MISSING_PARAMETER","<p>I am new to yelp API. I am using version2. I did sign up for API access and got, Consumer Key,Consumer secret, token, token_secret, then I used to the following link<br>
<a href=""http://api.yelp.com/v2/search"" rel=""nofollow"">http://api.yelp.com/v2/search</a>?<a href=""http://api.yelp.com/v2/search?term=food&amp;location=San%2bFrancisco&amp;oauth_consumer_key=%22eJfdn0UvEYUQwyGuyECvtA%22&amp;oauth_consumer_secret=%229kGchc4UpviQk6vuvS1RJ9FHHqI%22&amp;oauth_token=Rf45r04jUM_R11e1EwyoHtUbqEUBK4yU%22&amp;oauth_token_secret=%22hxpTMf-b63A6UpuxP2cM1dP2lvc%22"" rel=""nofollow"">http://api.yelp.com/v2/search?term=food&amp;location=San%2BFrancisco&amp;oauth_consumer_key=SOMEKEY&amp;oauth_consumer_secret=SOMESECRET&amp;oauth_token=SOMETOKEN&amp;oauth_token_secret=SOMESECRET</a></p>

<p>to get the data but then I get a series of <strong>MISSING_PARAMETER</strong> errors. For signature_method I used HMAC-SHA1 but for the rest (oauth_signature, oauth_nonce, oauth_timestamp) I iddn't know what to put, so i used an empty field but then I got <strong>""INVALID CREDENTIAL""</strong> error. How do I get these missing fields?
They are not in my API access page.</p>
","2013-04-29 14:30:31","","2","<oauth><yelp>","1","1"
"How to get a Yelp Fusion API access token?","<p>I'm using the Yelp's Fusion API.</p>

<p>All the documentation is here and seems straight forward but still doesn't seem to work.</p>

<p><a href=""https://www.yelp.com/developers/documentation/v3/get_started"" rel=""nofollow noreferrer"">https://www.yelp.com/developers/documentation/v3/get_started</a></p>

<p>Here is my request for a token.</p>

<pre><code>https://api.yelp.com/oauth2/token?grant_type= OAuth2&amp;client_secret= SECRET&amp;client_id=ID
</code></pre>

<p>I receive this response.</p>

<pre><code>{
  ""error"": {
    ""description"": ""Bad Request"",
    ""code"": ""CLIENT_ERROR""
  }
}
</code></pre>

<p>I reread the documentation and it says</p>

<blockquote>
  <p>""To get an access token, make a POST call to the following endpoint
  using the client id and secret obtained from the former step. Then get
  the access token from the response body.""</p>
</blockquote>

<p>I submitted this</p>

<pre><code>https://api.yelp.com/oauth2/token?client_id=ID&amp;client_secret= SECRET
</code></pre>

<p>I got the same error.</p>

<p>What am I missing?</p>

<p>Thank you in advance</p>
","2016-11-15 05:40:25","","1","<javascript><json><ajax><api><yelp>","2","0"
"Nodejs OAuth Yelp API issues - signature invalid","<p>I have tried searching and using multiple oauth modules, but I cannot get this to work.  This has gotten me the closest (code copied from <a href=""https://arian.io/how-to-use-yelps-api-with-node/"" rel=""nofollow"">https://arian.io/how-to-use-yelps-api-with-node/</a>)</p>

<pre><code>var yelp_search = function(input_parameters, call_back) {

    var httpRequest = ""GET"";
    var fileName = ""./secret-config.json"";
    var config = require(fileName);

    var url = 'http://api.yelp.com/v2/search';
    console.log(config.ConsumerKey);
    var search_parameters = {
        callback : ""cb"",
        location: ""Sunnyvale, CA""
    }

    var oauth_parameters = {
        oauth_consumer_key : config.ConsumerKey,
        oauth_token : config.Token,
        oauth_nonce : n(),
        oauth_timestamp : n().toString().substr(0,10),
        oauth_signature_method : 'HMAC-SHA1',
        oauth_version : '1.0',
    };

    var parameters = _.assign(search_parameters, input_parameters, oauth_parameters);

    var consumerSecret = config.consumerSecret;
    var tokenSecret = config.tokenSecret;

    var signature = oauthSignature.generate(httpRequest, url, parameters, consumerSecret, tokenSecret,  { encodeSignature: false});
    parameters.oauth_signature = signature;
    var parameterURL = qs.stringify(parameters);

    var apiURL = url+'?'+parameterURL;

    console.log(apiURL);

    request(apiURL, function(error, response, body){
        return callback(error, response, body);
    });

};
</code></pre>

<p>However, I get this error: ""error"": {""text"": ""Signature was invalid"", ""id"": ""INVALID_SIGNATURE"", ""description"": ""Invalid signature. Expected signature base string:</p>

<p>I don't know what I am doing wrong!  Everything seems fine, but I cannot see what I am doing wrong...</p>
","2016-03-08 06:46:33","","0","<node.js><oauth><yelp>","0","2"
"read yelp api response","<p>Iam new to python &amp; API searches. I am having issues reading yelp API responses in python. any help would be great. thanks.</p>

<pre><code>&gt; params = {
&gt;     'term': 'lunch,pancakes' } 

&gt; response=client.search('Los Angeles',**params) 
</code></pre>

<p>Here is the output:</p>

<pre><code>&lt;yelp.obj.search_response.SearchResponse object at 0x138ad7a58&gt;
</code></pre>
","2016-09-10 08:23:55","39425466","0","<python><api><yelp>","2","0"
"How to import a project into Xcode","<p>I am attempting to integrate the Yelp API into my iOS app. From the existing yelp documentation for objective C, we downloaded their Xcode project and dragged it into our project. However, when trying to call and import the project in my swift file, we have errors. Here is what I mean:</p>

<pre><code>func getYelpData(mapItem:MKMapItem) {
    var term: String = (NSUserDefaults.standardUserDefaults().valueForKey(""term"") ?? """") as! String;

    var location: String = (NSUserDefaults.standardUserDefaults().valueForKey(""location"") ?? """") as! String
    var APISample: YPAPISample = YPAPISample() // Use of undeclared type 'YPAPISample'
</code></pre>

<p>and at the top of the class I try to import the YPAPISample like so</p>

<pre><code>import YelpAPISample
</code></pre>

<p>but it does not allow me to do this either.</p>

<p>I'm new to swift programming so any help would be greatly appreciated!</p>
","2015-07-20 18:27:34","31523808","0","<ios><xcode><swift><import><yelp>","1","0"
"How to import existing project into current Xcode Project (Yelp into project)","<p>I am currently trying to integrate the yelp api into my iPhone application. On yelp's developer website, they allow you to use their existing code samples. So i downloaded their Objective-C code and i put the .xcodeproj file under the main file 
<img src=""https://i.stack.imgur.com/YxWBo.png"" alt=""Like this""></p>

<p>I want to know how I can actually use the YelpAPISample project in my own project... and i'm clueless as to how.</p>

<p>Any info would be greatly appreciated. </p>
","2015-07-20 20:56:56","","0","<ios><swift><yelp>","0","3"
"In python 3.5.2 getting UnicodeEncodeError:''charmap' codec can't encode characters in position 203-204 cp437.py","<pre><code>with open('yelp.tsv') as f:
for line in f:
    print(line)
f.close()
</code></pre>

<p>I have written this shortcode in python to read the yelp review dataset file but getting above mentioned error. the same error occurs when used yelp.json file too. yelp dataset file can be found at <a href=""https://www.yelp.com/dataset/challenge"" rel=""nofollow noreferrer"">https://www.yelp.com/dataset/challenge</a></p>
","2018-03-12 09:01:53","","0","<python-3.x><unicode><dataset><encode><yelp>","0","1"
"Implementing Yelp API Into iPhone App","<p>I am trying to integrate Yelp's APIs for developers into my iPhone Application. I have taken the Objective-C Code from <a href=""https://github.com/Yelp/yelp-api/"" rel=""nofollow"">https://github.com/Yelp/yelp-api/</a> and I have simply dragged the files into my existing Xcode project. I input my token and keys, and I have several errors, most referring to ARC Semantics. </p>

<p>I am very new to iOS development and I am not familiar with api integration, so I was wondering what I am doing wrong.</p>

<p>Any help would be greatly appreciated!</p>
","2015-07-20 22:29:08","","3","<ios><swift><yelp>","0","0"
"HTML scraping - How to find business category in a yelp business page?","<p>Given a yelp local <a href=""http://www.yelp.com/biz/ucsf-medical-center-at-mount-zion-san-francisco"" rel=""nofollow"">listing</a>, which part should I be looking for to fetch the business category (Restaurants, Hospital, etc).</p>

<p>I do not want to use an API, I'm looking to crawl a HTML page and extract this data.</p>
","2015-07-21 05:42:17","","1","<python><web-scraping><yelp>","1","1"
"How to set Authorization HTTP header when requesting JSONP?","<p>I'm trying to send a GET request to the Yelp API. </p>

<p>I'm getting a 401 error when I try with the code below. Based on my research, I don't think I can set the authorization in this way if I'm requesting JSONP data. However, I'm getting a Cross-Origin Request Blocked error when I try with another data type. How do I get around this issue?</p>

<pre><code>function findFood() {
        var lat = document.getElementById(""lat"");
        var lon = document.getElementById(""lon"");

        console.log(""lat: "" + lat.textContent + "" lon: "" + lon.textContent);

        var url = API_HOST + SEARCH_PATH + ""term="" + SEARCH_TERM + ""&amp;radius="" + SEARCH_RADIUS + ""&amp;latitude="" + parseFloat(lat.textContent) + ""&amp;longitude="" + parseFloat(lon.textContent);

        console.log(url);
        console.log(""Bearer "" + ACCESS_TOKEN);

        $.ajax({
            type: ""GET"",
            url: url,
            dataType: 'jsonp',
            beforeSend: function (xhr) {
                xhr.setRequestHeader('Authorization', 'Bearer ' + ACCESS_TOKEN);
            },
            success: function (data) {
                console.log(JSON.stringify(data));
            }
        })

    };
</code></pre>
","2016-12-02 06:26:56","","0","<jquery><ajax><jsonp><yelp>","1","0"
"Yelp V2 API Query Loop in R","<p>I'm using the Yelp API in R to pull down some businesses.  From what I've read in the documentation you can pull down up to 20 businesses per API call, however if you use the offset= parameter you can essentially pull down more records. </p>

<p>What I'm trying to do is create a simple loop to create multiple API calls with an incrementing value for the offset= parameter.</p>

<p>For example -- the first API call would look like this:</p>

<pre><code>yelpURL &lt;- paste0(""http://api.yelp.com/v2/search/?limit=20&amp;offset=20&amp;sort=0&amp;term=food&amp;location=Chicago"")
</code></pre>

<p>The next call would have the offset=20, then 40, 60, 80, and so on.  I'm not sure how to write this.  I'd like to pull down the maximum number of businesses which is 1,000 I believe and have them added to a single data frame.  Here's my full code below:</p>

<pre><code># yelp credentials
consumerKey = ""xxxxxxx""
consumerSecret = ""xxxxxxx""
token = ""xxxxxxx""
tokenSecret = ""xxxxxxx""

require(httr)
myApp &lt;- oauth_app(""YELP"", key=consumerKey, secret=consumerSecret)
mySignature &lt;- sign_oauth1.0(myApp, token=token, token_secret=tokenSecret)


yelpURL &lt;- paste0(""http://api.yelp.com/v2/search/?limit=20&amp;offset=20&amp;sort=0&amp;term=food&amp;location=Chicago"")
locationData &lt;- GET(yelpURL, mySignature)

require(jsonlite)
locationDataContent = content(locationData)
locationList=jsonlite::fromJSON(toJSON(locationDataContent))
results &lt;- data.frame(locationList)
</code></pre>
","2015-02-09 20:34:01","","0","<r><yelp><jsonlite>","1","0"
"How to call yelp api in codeigniter project?","<p>How to call yelp api in my codeigniter project?
This is my code:</p>

<pre><code>function getYelpData()
                    {
                        var data1= 'https://api.yelp.com/v3/businesses/search/';
                        var data2= '+912067260114';
                        var url_=data1+""""+data2;
                        console.log(url_);
                        $.ajax({
                                       type: 'POST', 
                                       url:url_,
                                       beforeSend: function(xhr) {
                                       },
                                       success: function(data){
                                        console.log(data);
                                       }
                           });

                    }
</code></pre>

<p>this give me this error in console
XMLHttpRequest cannot load <a href=""https://api.yelp.com/v3/businesses/search/+912067260114"" rel=""nofollow noreferrer"">https://api.yelp.com/v3/businesses/search/+912067260114</a>. No 'Access-Control-Allow-Origin' header is present on the requested resource. Origin '<a href=""http://localhost:8888"" rel=""nofollow noreferrer"">http://localhost:8888</a>' is therefore not allowed access. The response had HTTP status code 500.
Do you have any idea that how to call yelp api and get the response from it </p>
","2017-07-24 11:52:58","","0","<xmlhttprequest><cors><yelp>","0","1"
"How do you display image from ""image_url"" in Yelp API?","<p>I now understand how to parse and display JSON data, but one thing eludes me: when I call ""image_url"" and receive the actual URL, how can I instead display the image that it refers to? ...and yes, I am a novice :)</p>

<p>Thanks!</p>
","2013-02-08 16:46:58","14777417","0","<json><uitableview><yelp>","1","0"
"YELP 1.0 JSON access with NSDictionary","<p>I was doing pretty good parsing YELP1 Json with NSJSONSerialization and accessing the data with NSDictionary. However, I figured inconsistencies in the response:</p>

<p>Some keys are surrounded with <code>""</code> , mostly the ones containing a <code>_</code> </p>

<p>Parts from the response:</p>

<pre><code>(
        {
        address1 = ""xxx"";
        address2 = """";
        address3 = """";
        ""avg_rating"" = 5;
        city = ""Chicago"";
        country = USA;
        ""country_code"" = US;
</code></pre>

<p>Obtained from<br/> 
<code>[[NSString alloc] initWithData:self.recievedData encoding:NSUTF8StringEncoding];</code></p>

<p>That's inconsistent to the documentation where no keys are in brackets.
<a href=""http://www.yelp.com/developers/documentation/search_api"" rel=""nofollow"">http://www.yelp.com/developers/documentation/search_api</a></p>

<p>Aperently, the brackets indicate the '_' in the key value for some reason, not the type of the value. Brackets surround each key containing <code>_</code> , may the value be a <em>string</em> or a <em>int</em> or whatever.</p>

<p>Accessing fields such as avg_rating with</p>

<p><code>[dict objectForKey:@""avg_rating""];</code></p>

<p>fails with <code>NSInvalidArgumentException</code></p>

<p>while <code>[dict objectForKey:@""country""];</code> would work.</p>

<p>Hence, I dont believe it's a NSDictionary / NSLog problem with the value returned, but a problem with the key submitted to the dict object. Or, maybe during the JSON parsing? But please, prove me wrong with piece of  working code... :)</p>

<p>Any ideas?
Thanks,
el</p>

<p>Edit: edited because question might now have been clear enough.<br/>
Edit2:
In fact, it was that a NSNumber is returned here. Got confused about these """" . </p>
","2013-02-10 07:07:12","14795715","-1","<objective-c><ios6><nsjsonserialization><yelp>","1","0"
"How to build url to yelp review using yelp API?","<p>How to build url to yelp review using yelp API?</p>

<pre><code>""reviews"": [
    {
      ""excerpt"": ""This is by far my favorite breakfast food. They have the best plain grits and one of the best omelets I\u0027ve ever had. The grits require no extra seasoning,..."",
      ""id"": ""N95_f0ssLhVk-3_adcm0HA"",
      ""rating"": 5.0,
      ""rating_image_large_url"": ""https://s3-media3.fl.yelpcdn.com/assets/2/www/img/22affc4e6c38/ico/stars/v1/stars_large_5.png"",
      ""rating_image_small_url"": ""https://s3-media1.fl.yelpcdn.com/assets/2/www/img/c7623205d5cd/ico/stars/v1/stars_small_5.png"",
      ""rating_image_url"": ""https://s3-media1.fl.yelpcdn.com/assets/2/www/img/f1def11e4e79/ico/stars/v1/stars_5.png"",
      ""time_created"": 1.456714839E9,
      ""user"": {
        ""id"": ""v6q8B9nEHBK25EuNIUF09g"",
        ""image_url"": ""http://s3-media4.fl.yelpcdn.com/photo/zzXwod9kRw5BC-OZn2S6Dg/ms.jpg"",
        ""name"": ""Ashley M.""
      }
    }
</code></pre>

<p>I can see the review information here, but I can't see link to the review to do smth like ""read more"". Can someone help me with it?</p>
","2016-07-04 12:20:05","","0","<api><review><yelp>","1","0"
"Yelp API and synchronous AJAX","<p>Yelp's examples have the following piece of AJAX code: </p>

<pre><code>$.ajax({
  'url': message.action,
  'data': parameterMap,
  'cache': true,
  'dataType': 'jsonp',
  'jsonpCallback': 'cb',
  'success': function(data, textStats, XMLHttpRequest) {
    console.log(data);
    var output = prettyPrint(data);
    $(""body"").append(output);
  }
});
</code></pre>

<p>I'm pretty new to all this AJAX stuff so bear with me. Setting async to false would let me get the data back and use it on the same page, correct? However, jQuery's documentation says that if the dataType is jsonp, I can't set async to false. What can I do to get the data and use it on the current page?</p>
","2013-02-13 02:38:48","","0","<javascript><ajax><api><yelp>","0","5"
"Implementing Yelp business photos into iPhone app like Apple Maps","<p>I'm curious how one might mimic Apple Map's iOS6 approach to showing Yelp photos. For example, when a user searches and clicks on a business, Maps shows a rotating slideshow of photos from Yelp's collection of pictures for that venue. The photos are shown with fade in/fade out transitions. </p>

<p>Does anyone know how to implement this? Also, might the same approach/functionality be offered using the foursquare API?</p>
","2013-01-09 09:56:15","","0","<ios6><foursquare><photos><yelp>","1","0"
"How does yelp monocle work","<p>I was wondering how the Yelp monocle works. It a cool feature , especially in terms of augmented reality. So I know they access GPS and compass data. And they have data about places nearby like hotels and bars etc. But how do they calculate the orientation w.r.t each other in real time, as I rotate my device. So if my device is pointing east and theres a pizza place to the north. I rotate my device to north. Now how does it know that I'm facing a pizza place here.  What is the crucial bit of information being used to calculate this ? </p>

<p>I am thinking of developing similar kind of app for android. Please let me know how I can approach this .. </p>
","2014-03-24 20:54:58","","-1","<android><yelp>","1","0"
"How to make a Yelp API GET request on postman?","<p>I wanted to use yelp api and I have obtained the access token from Yelp. I was trying to make a get request on Postman and I was getting the following error.</p>

<pre><code>{
    ""error"": {
        ""code"": ""VALIDATION_ERROR"",
        ""description"": ""Please specify a location or a latitude and longitude""
    }
}
</code></pre>

<p>My Url is <a href=""https://api.yelp.com/v3/businesses/search"" rel=""nofollow noreferrer"">https://api.yelp.com/v3/businesses/search</a></p>

<p><img src=""https://i.stack.imgur.com/hYwzU.png"" alt=""I am passing term, location and authorization in header field. I even tried to pass latitude and longitude, I am still getting the same error""></p>

<p>Thank you for your help.</p>
","2017-12-04 23:41:22","","0","<api><get><postman><yelp>","1","0"
