title,Body,creationdate,acceptedanswerid,Score,tags,answercount,commentcount
"musicbrainz unable to count artists by country","<p>Hi i am using the musicbrainz database and i am having trouble counting all the Artists for each country, but no matter what country's i try i get the same error, even when i try using like. PLease can anyone show me what i have done wrong ?</p>

<blockquote>
  <p>ERROR:  column ""%u%"" does not exist LINE 7: WHERE AREA.NAME LIKE ""%u%""</p>
</blockquote>

<pre><code>SELECT COUNT(artist.name)
FROM artist
JOIN area ON artist.area = area.id 
JOIN label ON area.id = label.area
JOIN country_area ON area.id = country_area.area
JOIN release_country ON country_area.area = release_country.country
WHERE AREA.NAME LIKE ""%dom""
GROUP BY release_country.country
limit 5;
</code></pre>

<p>UPDATE:</p>

<pre><code>musicbrainz_db=&gt; SELECT COUNT(artist.name)
musicbrainz_db-&gt; FROM artist
musicbrainz_db-&gt; JOIN area ON artist.area = area.id
musicbrainz_db-&gt; JOIN label ON area.id = label.area
musicbrainz_db-&gt; JOIN country_area ON area.id = country_area.area
musicbrainz_db-&gt; JOIN release_country ON country_area.area = 
release_country.country
musicbrainz_db-&gt; WHERE AREA.NAME LIKE '%dom'
musicbrainz_db-&gt; GROUP BY release_country.country
musicbrainz_db-&gt; limit 5;
</code></pre>

<blockquote>
  <p>ERROR:  canceling statement due to statement timeout</p>
</blockquote>

<p>My teacher just came over and said it wont work with out a sub query ?</p>

<pre><code>select area.name, label_count
from area
where label_count in 
(
    select area.name, count(label.id) as ""label_count""
    from area
    JOIN label on area.id = label.area
    group by area.name
);
</code></pre>

<p>the sub query works fine but the main query fails ? any idea why.</p>
","2017-11-20 13:53:53","","1","<mysql><sql><musicbrainz>","2","4"
"musicbrainz get artists by country, possible join issue in sql","<p>hi I have written a sql query to get the number of artist by country, and in fact I did ask this question yesterday and made good progress, however I think the result being return is incorrect. have I joined the tables correctly ?</p>

<pre><code>/* Q2: COUNT the number of artists and the number of labels by country */


SELECT COUNT(artist.id) AS ""artist_count""
FROM artist
JOIN area ON artist.area = area.id 
GROUP BY area.name;  

SELECT area.name, COUNT(label.id) AS ""label_count""  &lt;-- WAI
FROM area
JOIN label ON area.id = label.area
GROUP BY area.name;
</code></pre>

<blockquote>
  <p>the nested statement with both combined.   </p>
</blockquote>

<pre><code>SELECT aCounties, a.Label_cnt, b.Artist_cnt FROM 
    (SELECT area.name AS Counties, COUNT(label.id) AS Label_cnt
    FROM area
    JOIN label ON area.id = label.area
    GROUP BY area.name) AS a,
        (SELECT COUNT(artist.id) AS Artist_cnt
        FROM artist
        JOIN area ON artist.area = area.id 
        GROUP BY area.name) AS b LIMIT 50;
</code></pre>

<p>MusicBrainz ERD <a href=""https://wiki.musicbrainz.org/-/images/5/52/ngs.png"" rel=""nofollow noreferrer"">ERD</a></p>
","2017-11-22 15:31:49","","0","<mysql><join><musicbrainz>","0","0"
"How to get information about the series a release belongs to via Musicbrainz","<p>I plan to extend the music library manager <a href=""http://beets.io/"" rel=""nofollow"">beets</a>, which relies on Musicbrainz as backend.</p>

<p>What I want to do is find out the Series a Compilation belongs to given the MBID of the compilation.
When you open a release in the WEB-Interface, the ""release group"" is written at the bottom of the page.</p>

<p>For example there is <a href=""https://musicbrainz.org/release/bfaa7806-0628-4e81-a553-b88e379b6c3b"" rel=""nofollow"">Bravo Hits 45</a>.
It belongs to the series <a href=""https://musicbrainz.org/series/1350fce9-08ab-40ba-a7bb-ed3cfb869499"" rel=""nofollow"">Bravo Hits</a> and is no 45.</p>

<p>But how do I get this information given the MBID e.g. <code>bfaa7806-0628-4e81-a553-b88e379b6c3b</code> of a release using the XML-API?</p>

<p>(PS: I am not 100% sure if keywords <code>series</code> and <code>release-group</code> have anything in common.)</p>

<p>I tried to request metadata to include series relations and collection information:
<code>http://musicbrainz.org/ws/2/release/bfaa7806-0628-4e81-a553-b88e379b6c3b?inc=series-rels+collections</code> 
No information.</p>

<p>Or maybe via release group?
<code>http://musicbrainz.org/ws/2/release-group?release=bfaa7806-0628-4e81-a553-b88e379b6c3b</code> 
No information.</p>

<p>I thought there should even be a browse request for series, but this query doesn't even exist:
<code>https://musicbrainz.org/ws/2/series?release=1350fce9-08ab-40ba-a7bb-ed3cfb869499</code></p>

<hr>

<p>Anyway, I could do a query using the name, getting a lot of inexact results including the right one:
<code>https://musicbrainz.org/search?query=Bravo+Hits+45&amp;type=series&amp;method=indexed</code></p>

<p><strong>But I guess there should be a way, to do an exact lookup using the MBID of the release, right?</strong></p>
","2016-06-23 12:05:50","38002081","0","<xml><api><musicbrainz>","1","0"
"Manage with limit and offset in php","<p>I am currently developing a web application that will find artists and their associates titles. To do this, I decided to parse the API MusicBrainz, through <a href=""https://packagist.org/packages/mikealmond/musicbrainz"" rel=""nofollow"">this package</a> (which documentation is <a href=""https://github.com/mikealmond/musicbrainz"" rel=""nofollow"">here</a>).</p>

<p>Suppose I already have the artist mbid (unique identifier for MusicBrainz).</p>

<p>The problem is that if I do a search on David Guetta (<code>mbid = 302bd7b9-d012-4360-897a-93b00c855680</code>) for example, the script tells me that the number of releases is 196. However, the API provides 100 maximum results per request.</p>

<pre><code>// Instantiate a MusicBrainz object
$brainz = new MusicBrainz(new GuzzleHttpAdapter(new Client()));
$brainz-&gt;setUserAgent('ApplicationName', '0.2', 'http://example.com');

$limit = 100;
$offset = 0;

$includes = array('labels', 'recordings');
try {
  $details = $brainz-&gt;browseRelease('artist', '302bd7b9-d012-4360-897a-93b00c855680', $includes, $limit, $offset);
  print_r($details);
} catch (Exception $e) {
  print $e-&gt;getMessage();
}
</code></pre>

<p>The function <strong><code>browseRelease</code></strong> below allows us to define such parameters as <strong><code>limit</code></strong> and <strong><code>offset</code></strong>.</p>

<pre><code>public function browseRelease($entity, $mbid, $includes = array(), $limit = 25, $offset = null, $releaseType = array(), $releaseStatus = array())
{
  if (!in_array($entity, array('artist', 'label', 'recording', 'release-group'))) {
    throw new Exception('Invalid browse entity for release');
  }
  return $this-&gt;browse(
    new Filters\ReleaseFilter(array()),
      $entity,
      $mbid,
      $includes,
      $limit,
      $offset,
      $releaseType,
      $releaseStatus
  );
}
</code></pre>

<p>Now we come to my real question in this post.</p>

<p>If I defined <code>$limit = 100</code> and <code>$offset = 0</code> for the first query, I don't understand how to change these values depending on the number of total releases, and thus get the results that are between 100 and 196 (in this example).</p>
","2015-06-05 07:42:02","30681959","1","<php><limit><offset><musicbrainz>","2","3"
"How to get an Album's MusicBrainz ID","<p>I want to use the <a href=""https://github.com/lastfm/coverartarchive-api"" rel=""nofollow"">CoverArtArchiveClient</a> to load Album Images from MusicBrainz but it requires a MusicBrainz ID (<a href=""http://musicbrainz.org/doc/MusicBrainz_Identifier"" rel=""nofollow"">MBID</a>). Can someone provide info on how to get the MBID for a particular Album? Code samples would be much appreciated.</p>

<p>Thanks</p>
","2013-04-13 03:24:02","","3","<android><musicbrainz>","1","0"
"Musicbrainz database - MySQL lasts too much time to delete or insert","<p>I am trying to import the <strong>Musicbrainz</strong> db into a MySQL database using Perl scripts from <a href=""https://github.com/hangar18cc/mbzdb"" rel=""nofollow"">Churruka</a>, not the ""official"" ones due to not working properly (I consulted <a href=""https://github.com/elliotchance/mbzdb/issues/68"" rel=""nofollow"">here</a>).</p>

<p>Now I have inserted all the tables except 'recording', whose size is <strong>1.39 GB</strong>. I have tried to insert the downloaded file two times. However, the insertions lasts too much and I'm afraid some configuration is not correctly set in MySQL. I just downloaded it for this import, so no more databases are present.</p>

<p>Both times, something happened to my laptop so I had to restart the process. I deleted all the rows from the 'recording' table to restart again, but the process lasts sooooo many seconds. Currently is <strong>above 110000s</strong> !!!</p>

<p>Any idea of how this process could be speeded up? Thanks in advance</p>
","2015-08-01 13:19:52","","1","<mysql><musicbrainz>","0","5"
"How to extract Freebase Data Dump for a particular topic","<p>I want to extract music data from the freebase data dumps. (<a href=""http://www.freebase.com/music"">http://www.freebase.com/music</a>)</p>

<p>Once I have the data dump how to I extract say the following properties <a href=""http://www.freebase.com/music/recording?schema="">http://www.freebase.com/music/recording?schema=</a></p>

<p>Will a better approach be get all songs and then fetch relevant information from it? If this is a good approach how should I go about extracting it?</p>
","2013-05-16 18:19:15","","6","<rdf><freebase><musicbrainz>","1","0"
"Process MusicBrainz Web Service","<p>I know MusicBrainz has a version 2 available but v1 is the only way I got this far.
(This is 1 return, it is usually hundreds...):
  XML:</p>

<pre><code>&lt;metadata xmlns=""http://musicbrainz.org/ns/mmd-1.0#"" xmlns:ext=""http://musicbrainz.org/ns/ext-1.0#""&gt;
   &lt;release-list count=""928"" offset=""0""&gt;
      &lt;release id=""bea5602c-53bc-4416-af49-238aae51e8ea"" type=""Live Bootleg"" ext:score=""100""&gt;
         &lt;title&gt;Seattle 1988&lt;/title&gt;
         &lt;text-representation language=""ENG"" script=""Latn"" /&gt;
         &lt;artist id=""5b11f4ce-a62d-471e-81fc-a69a8278c7da""&gt;
            &lt;name&gt;Nirvana&lt;/name&gt;
            &lt;sort-name&gt;Nirvana&lt;/sort-name&gt;
         &lt;/artist&gt;
         &lt;release-event-list&gt;
            &lt;event format=""CD"" /&gt;
         &lt;/release-event-list&gt;
         &lt;disc-list count=""0"" /&gt;
         &lt;track-list count=""10"" /&gt;
      &lt;/release&gt;
   &lt;/release-list&gt;
&lt;/metadata&gt;
</code></pre>

<p>I am able to get all albums returned with this :</p>

<pre><code>client = new WebClient();
        client.OpenReadCompleted += client_OpenReadCompleted;
        // Call public web service.
        string requestUri =
        ""http://musicbrainz.org/ws/1/release/?limit=100&amp;type=xml&amp;artist={0}"";
        client.OpenReadAsync(
          new Uri(String.Format(
          requestUri, ""Jimi Hendrix"")));

 private void client_OpenReadCompleted(object sender, OpenReadCompletedEventArgs e)
    {
          // Process returned data.
        XElement results;
        albums = new List&lt;string&gt;();

        if (e.Error != null)
        { return; }
        else
        {
            XNamespace ns =
            @""http://musicbrainz.org/ns/mmd-1.0#"";
            results = XElement.Load(e.Result);

            var q = from r in results.Descendants(ns + ""release"")
                    select new { Title = r.Element(ns + ""title"").Value };

            foreach (var i in q)
            {
                albums.Add(i.Title);
                Console.WriteLine(i.Title);
            }
        }
</code></pre>

<p>How can I also get the release id for each album?</p>
","2015-01-26 18:02:55","28156168","0","<c#><xml><linq><musicbrainz>","3","0"
"Using AcoustID API in Android app","<p>I want to make an Android app that uses <code>AcoustID</code> API. From my understanding that is a c++ API and i should use Android NDK for this. The curious thing is that i found a sample of this API written in Java and i don't know if this is actually AcoustID API or some adaptation. </p>

<p>Also if using AcoustID means that i have to use NDK i would like to know if there is a Java alternative for it. I couldn't find satisfying results.</p>

<p>This is the Java sample i've found:</p>

<pre><code>package net.filebot.web;

import static java.util.Collections.*;
import static net.filebot.util.FileUtilities.*;
import static net.filebot.web.WebRequest.*;

import java.io.File;
import java.io.IOException;
import java.io.InputStreamReader;
import java.lang.ProcessBuilder.Redirect;
import java.net.URL;
import java.util.ArrayList;
import java.util.HashMap;
import java.util.LinkedHashMap;
import java.util.LinkedList;
import java.util.List;
import java.util.Map;
import java.util.Scanner;
import java.util.concurrent.TimeUnit;
import java.util.logging.Level;
import java.util.logging.Logger;

import javax.swing.Icon;

import net.filebot.Cache;
import net.filebot.ResourceManager;

import org.json.simple.parser.JSONParser;
import org.json.simple.parser.ParseException;

public class AcoustIDClient implements MusicIdentificationService {

    private static final FloodLimit REQUEST_LIMIT = new FloodLimit(3, 1, TimeUnit.SECONDS);

    private String apikey;

    public AcoustIDClient(String apikey) {
        this.apikey = apikey;
    }

    @Override
    public String getName() {
        return ""AcoustID"";
    }

    @Override
    public Icon getIcon() {
        return ResourceManager.getIcon(""search.acoustid"");
    }

    @Override
    public Map&lt;File, AudioTrack&gt; lookup(Iterable&lt;File&gt; files) throws Exception {
        Map&lt;File, AudioTrack&gt; results = new LinkedHashMap&lt;File, AudioTrack&gt;();

        for (Map&lt;String, String&gt; fp : fpcalc(files)) {
            results.put(new File(fp.get(""FILE"")), parse(lookup(fp.get(""DURATION""), fp.get(""FINGERPRINT""))));
        }
        return results;
    }

    public String lookup(File file) throws Exception {
        Map&lt;String, String&gt; fp = fpcalc(singleton(file)).get(0);
        return lookup(fp.get(""DURATION""), fp.get(""FINGERPRINT""));
    }

    public String lookup(String duration, String fingerprint) throws IOException, InterruptedException, ParseException {
        // http://api.acoustid.org/v2/lookup?client=8XaBELgH&amp;meta=recordings+releasegroups+compress&amp;duration=641&amp;fingerprint=AQABz0qUkZK4oOfhL-CPc4e5C_wW2H2QH9uDL4cvoT8UNQ-eHtsE8cceeFJx-LiiHT-aPzhxoc-Opj_eI5d2hOFyMJRzfDk-QSsu7fBxqZDMHcfxPfDIoPWxv9C1o3yg44d_3Df2GJaUQeeR-cb2HfaPNsdxHj2PJnpwPMN3aPcEMzd-_MeB_Ej4D_CLP8ghHjkJv_jh_UDuQ8xnILwunPg6hF2R8HgzvLhxHVYP_ziJX0eKPnIE1UePMByDJyg7wz_6yELsB8n4oDmDa0Gv40hf6D3CE3_wH6HFaxCPUD9-hNeF5MfWEP3SCGym4-SxnXiGs0mRjEXD6fgl4LmKWrSChzzC33ge9PB3otyJMk-IVC6R8MTNwD9qKQ_CC8kPv4THzEGZS8GPI3x0iGVUxC1hRSizC5VzoamYDi-uR7iKPhGSI82PkiWeB_eHijvsaIWfBCWH5AjjCfVxZ1TQ3CvCTclGnEMfHbnZFA8pjD6KXwd__Cn-Y8e_I9cq6CR-4S9KLXqQcsxxoWh3eMxiHI6TIzyPv0M43YHz4yte-Cv-4D16Hv9F9C9SPUdyGtZRHV-OHEeeGD--BKcjVLOK_NCDXMfx44dzHEiOZ0Z44Rf6DH5R3uiPj4d_PKolJNyRJzyu4_CTD2WOvzjKH9GPb4cUP1Av9EuQd8fGCFee4JlRHi18xQh96NLxkCgfWFKOH6WGeoe4I3za4c5hTscTPEZTES1x8kE-9MQPjT8a8gh5fPgQZtqCFj9MDvp6fDx6NCd07bjx7MLR9AhtnFnQ70GjOcV0opmm4zpY3SOa7HiwdTtyHa6NC4e-HN-OfC5-OP_gLe2QDxfUCz_0w9l65HiPAz9-IaGOUA7-4MZ5CWFOlIfe4yUa6AiZGxf6w0fFxsjTOdC6Itbh4mGD63iPH9-RFy909XAMj7mC5_BvlDyO6kGTZKJxHUd4NDwuZUffw_5RMsde5CWkJAgXnDReNEaP6DTOQ65yaD88HoeX8fge-DSeHo9Qa8cTHc80I-_RoHxx_UHeBxrJw62Q34Kd7MEfpCcu6BLeB1ePw6OO4sOF_sHhmB504WWDZiEu8sKPpkcfCT9xfej0o0lr4T5yNJeOvjmu40w-TDmqHXmYgfFhFy_M7tD1o0cO_B2ms2j-ACEEQgQgAIwzTgAGmBIKIImNQAABwgQATAlhDGCCEIGIIM4BaBgwQBogEBIOESEIA8ARI5xAhxEFmAGAMCKAURKQQpQzRAAkCCBQEAKkQYIYIQQxCixCDADCABMAE0gpJIgyxhEDiCKCCIGAEIgJIQByAhFgGACCACMRQEyBAoxQiHiCBCFOECQFAIgAABR2QAgFjCDMA0AUMIoAIMChQghChASGEGeYEAIAIhgBSErnJPPEGWYAMgw05AhiiGHiBBBGGSCQcQgwRYJwhDDhgCSCSSEIQYwILoyAjAIigBFEUQK8gAYAQ5BCAAjkjCCAEEMZAUQAZQCjCCkpCgFMCCiIcVIAZZgilAQAiSHQECOcQAQIc4QClAHAjDDGkAGAMUoBgyhihgEChFCAAWEIEYwIJYwViAAlHCBIGEIEAEIQAoBwwgwiEBAEEEOoEwBY4wRwxAhBgAcKAESIQAwwIowRFhoBhAE
        URL url = new URL(""http://api.acoustid.org/v2/lookup?client="" + apikey + ""&amp;meta=recordings+releasegroups+releases+tracks+compress&amp;duration="" + duration + ""&amp;fingerprint="" + fingerprint);

        Cache cache = Cache.getCache(""web-datasource"");
        String response = cache.get(url, String.class);
        if (response != null) {
            return response;
        }

        // respect rate limit
        REQUEST_LIMIT.acquirePermit();
        response = readAll(getReader(url.openConnection()));
        cache.put(url, response);

        return response;
    }

    public AudioTrack parse(String json) throws IOException, InterruptedException, ParseException {
        Map&lt;?, ?&gt; data = (Map&lt;?, ?&gt;) new JSONParser().parse(json);

        if (!data.get(""status"").equals(""ok"")) {
            throw new IOException(""acoustid responded with error: "" + data.get(""status""));
        }
        try {
            for (Object result : (List&lt;?&gt;) data.get(""results"")) {
                try {
                    Map&lt;?, ?&gt; recording = (Map&lt;?, ?&gt;) ((List&lt;?&gt;) ((Map&lt;?, ?&gt;) result).get(""recordings"")).get(0);

                    String artist = (String) ((Map&lt;?, ?&gt;) ((List&lt;?&gt;) recording.get(""artists"")).get(0)).get(""name"");
                    String title = (String) recording.get(""title"");

                    AudioTrack audioTrack = new AudioTrack(artist, title, null);
                    try {
                        Map&lt;?, ?&gt; releaseGroup = (Map&lt;?, ?&gt;) ((List&lt;?&gt;) recording.get(""releasegroups"")).get(0);
                        List&lt;?&gt; releases = (List&lt;?&gt;) releaseGroup.get(""releases"");

                        for (Object it : releases) {
                            try {
                                AudioTrack thisRelease = new AudioTrack(artist, title, null);
                                Map&lt;?, ?&gt; release = (Map&lt;?, ?&gt;) it;
                                Map&lt;?, ?&gt; date = (Map&lt;?, ?&gt;) release.get(""date"");
                                try {
                                    thisRelease.albumReleaseDate = new SimpleDate(Integer.parseInt(date.get(""year"").toString()), Integer.parseInt(date.get(""month"").toString()), Integer.parseInt(date.get(""day"").toString()));
                                } catch (Exception e) {
                                    // ignore
                                }

                                if (thisRelease.albumReleaseDate == null || thisRelease.albumReleaseDate.getTimeStamp() &gt;= (audioTrack.albumReleaseDate == null ? Long.MAX_VALUE : audioTrack.albumReleaseDate.getTimeStamp())) {
                                    continue;
                                }

                                Map&lt;?, ?&gt; medium = (Map&lt;?, ?&gt;) ((List&lt;?&gt;) release.get(""mediums"")).get(0);
                                thisRelease.mediumIndex = new Integer(medium.get(""position"").toString());
                                thisRelease.mediumCount = new Integer(release.get(""medium_count"").toString());

                                Map&lt;?, ?&gt; track = (Map&lt;?, ?&gt;) ((List&lt;?&gt;) medium.get(""tracks"")).get(0);
                                thisRelease.trackIndex = new Integer(track.get(""position"").toString());
                                thisRelease.trackCount = new Integer(medium.get(""track_count"").toString());

                                try {
                                    thisRelease.album = release.get(""title"").toString();
                                } catch (Exception e) {
                                    thisRelease.album = (String) releaseGroup.get(""title"");
                                }
                                try {
                                    thisRelease.albumArtist = (String) ((Map&lt;?, ?&gt;) ((List&lt;?&gt;) releaseGroup.get(""artists"")).get(0)).get(""name"");
                                } catch (Exception e) {
                                    thisRelease.albumArtist = null;
                                }
                                thisRelease.trackTitle = (String) track.get(""title"");

                                if (!""Various Artists"".equalsIgnoreCase(thisRelease.albumArtist) &amp;&amp; (thisRelease.album == null || !thisRelease.album.contains(""Greatest Hits""))) {
                                    audioTrack = thisRelease;
                                }
                            } catch (Exception e) {
                                e.printStackTrace();
                            }
                        }
                    } catch (Exception e) {
                        e.printStackTrace();
                        // allow album to be null
                    }
                    return audioTrack;
                } catch (Exception e) {
                }
            }
        } catch (Exception e) {
        }
        return null;
    }

    public String getChromaprintCommand() {
        // use fpcalc executable path as specified by the cmdline or default to ""fpcalc"" and let the shell figure it out
        return System.getProperty(""net.filebot.AcoustID.fpcalc"", ""fpcalc"");
    }

    public List&lt;Map&lt;String, String&gt;&gt; fpcalc(Iterable&lt;File&gt; files) throws IOException, InterruptedException {
        List&lt;String&gt; command = new ArrayList&lt;String&gt;();
        command.add(getChromaprintCommand());
        for (File f : files) {
            command.add(f.toString());
        }

        Process process = null;
        try {
            ProcessBuilder processBuilder = new ProcessBuilder(command);
            try {
                processBuilder.redirectError(Redirect.INHERIT);
            } catch (Throwable e) {
                Logger.getLogger(AcoustIDClient.class.getName()).log(Level.WARNING, ""Unable to inherit IO: "" + e.getMessage());
            }
            process = processBuilder.start();
        } catch (Exception e) {
            throw new IOException(""Failed to exec fpcalc: "" + e.getMessage());
        }

        Scanner scanner = new Scanner(new InputStreamReader(process.getInputStream(), ""UTF-8""));
        LinkedList&lt;Map&lt;String, String&gt;&gt; results = new LinkedList&lt;Map&lt;String, String&gt;&gt;();

        try {
            while (scanner.hasNextLine()) {
                String[] value = scanner.nextLine().split(""="", 2);
                if (value.length != 2)
                    continue;

                if (results.isEmpty() || results.getLast().containsKey(value[0])) {
                    results.addLast(new HashMap&lt;String, String&gt;(3));
                }
                results.getLast().put(value[0], value[1]);
            }
        } finally {
            scanner.close();
        }

        if (process.waitFor() != 0) {
            throw new IOException(""Failed to exec fpcalc: Exit code "" + process.exitValue());
        }

        return results;
    }
}
</code></pre>

<p><strong>EDIT:</strong>
I've found the source of the sample :
<a href=""http://code.ohloh.net/file?fid=h3_5XlkS_5m4gDpCH8Q2WUgygRg&amp;cid=zOoT9U5sG98&amp;s=&amp;fp=2012&amp;mp&amp;projSelected=true#L0"" rel=""nofollow"">Link to sample</a>
But i can't figure what is is or how to use it.</p>
","2014-07-11 20:09:09","","-1","<android><api><musicbrainz>","1","0"
"How long until a song shows up on the Musicbrainz XML/JSON service?","<p>I just added a release that wasn't on musicbrainz before:</p>

<p><a href=""http://musicbrainz.org/release-group/8f6f6155-20dd-4960-9381-47805e6b50f5"" rel=""nofollow"">http://musicbrainz.org/release-group/8f6f6155-20dd-4960-9381-47805e6b50f5</a></p>

<p>Here's my query for that song that's returning 0 results:</p>

<p><a href=""http://musicbrainz.org/ws/2/recording/?query=recording:%22When%22%20AND%20artist:%22Life+On+Planet+9%22%20AND%20dur:[268473%20TO%20293473]%20AND%20number:6%20AND%20release:%22Bittersweet"" rel=""nofollow"">http://musicbrainz.org/ws/2/recording/?query=recording:%22When%22%20AND%20artist:%22Life+On+Planet+9%22%20AND%20dur:[268473%20TO%20293473]%20AND%20number:6%20AND%20release:%22Bittersweet</a>
%22&amp;limit=1&amp;fmt=json</p>

<p>and the actual song:</p>

<p><a href=""http://musicbrainz.org/recording/78c84a0c-8b79-46ff-af4d-653ce52540ca"" rel=""nofollow"">http://musicbrainz.org/recording/78c84a0c-8b79-46ff-af4d-653ce52540ca</a></p>
","2015-10-12 19:22:19","","0","<musicbrainz>","1","0"
"How to tag the correct release or a recording using MusicBrainz?","<p>I'm using the xml web service of MusicBrainz to fetch as much data as I can about every recording that I have. When quering Bohemian Rhapsody by Queen for example. What I get is this:<a href=""http://musicbrainz.org/ws/2/recording/ebf79ba5-085e-48d2-9eb8-2d992fbf0f6d?inc=artist-credits%2Breleases"" rel=""nofollow"">http://musicbrainz.org/ws/2/recording/ebf79ba5-085e-48d2-9eb8-2d992fbf0f6d?inc=artist-credits%2Breleases.</a>
You can see that I get all the releases of the recording that are out there. </p>

<p>What I want is to know how can i distinguish between them. Which of them is the one that belongs to my release. </p>

<p>I know there must be some way to aproach this since the lookup tool in MusicBrainz Picard gives me only one of them. And its usually one from the middle and not from the beggining. Meaning there is some mechanizem that can pin-point the correct release. </p>

<p>Any ideas how its doing it?</p>
","2014-08-11 14:22:24","","0","<xml><web-services><musicbrainz>","0","2"
"How to sort results from the MusicBrainz search API","<p>I'm trying to retrieve track information from the MusicBrainz API, using only the artist and title as search queries:</p>

<pre><code>http://musicbrainz.org/ws/2/recording/?query=artist:Coldplay+AND+recording:The+Scientist
</code></pre>

<p>This will return every version of the song that the artist released, including  compilations, 'best of' albums and live recordings. I want to find the 'original' version, which should be the first one that was released.</p>

<p>Without retrieving every single result (which may not be possible in a single request) the obvious way to do this would be to have the response sorted by ascending release date, so that the first result is always the one I'm after.</p>

<p>The <a href=""https://musicbrainz.org/doc/Development/XML_Web_Service/Version_2/Search"" rel=""nofollow noreferrer"">API documentation</a> doesn't seem to mention sorting results, so is this possible?</p>
","2016-12-30 10:54:39","41395550","1","<search><musicbrainz>","2","0"
